Channel			  :,CH1
Frequency			  :,F=  ?
Period 			  :,T=  ?
PK-PK				  :,Vpp=2.000V
Average			  :,V=-514.7mV
Vertical pos		  :,0.00mV
Probe attenuation	  :,10X
Voltage per ADC value:,200.00mV
Time interval		  :,8000.00uS

index,CH1_Voltage(mV)
3366,1200.00
3367,1400.00
3368,1400.00
3369,1400.00
3370,1400.00
3371,1400.00
3372,1600.00
3373,1400.00
3374,1400.00
3375,1400.00
3376,1200.00
3377,1200.00
3378,1600.00
3379,1400.00
3380,1600.00
3381,1600.00
3382,1400.00
3383,1600.00
3384,1600.00
3385,1400.00
3386,1400.00
3387,1200.00
3388,1200.00
3389,1200.00
3390,1400.00
3391,1400.00
3392,1400.00
3393,1600.00
3394,1200.00
3395,1400.00
3396,1400.00
3397,1400.00
3398,1400.00
3399,1400.00
3400,1200.00
3401,1200.00
3402,1400.00
3403,1400.00
3404,1200.00
3405,1200.00
3406,1200.00
3407,1200.00
3408,1200.00
3409,1200.00
3410,1200.00
3411,1200.00
3412,1400.00
3413,1200.00
3414,1200.00
3415,1200.00
3416,1200.00
3417,1200.00
3418,1200.00
3419,1200.00
3420,1200.00
3421,1200.00
3422,1200.00
3423,1200.00
3424,1200.00
3425,1000.00
3426,1000.00
3427,1200.00
3428,1000.00
3429,1000.00
3430,1200.00
3431,1000.00
3432,1000.00
3433,1000.00
3434,1000.00
3435,1000.00
3436,1000.00
3437,1000.00
3438,1000.00
3439,1000.00
3440,1000.00
3441,-4800.00
3442,-2200.00
3443,-2000.00
3444,-2000.00
3445,-1800.00
3446,-2200.00
3447,-1800.00
3448,-1800.00
3449,-2000.00
3450,-1800.00
3451,-2000.00
3452,-1800.00
3453,-1800.00
3454,-1800.00
3455,-1600.00
3456,-2000.00
3457,-1800.00
3458,-1800.00
3459,-2000.00
3460,-1600.00
3461,-2000.00
3462,-1800.00
3463,-1800.00
3464,-2000.00
3465,-1800.00
3466,-2000.00
3467,-1800.00
3468,-1800.00
3469,-2000.00
3470,-1600.00
3471,-1800.00
3472,-1800.00
3473,-1800.00
3474,-1800.00
3475,-1800.00
3476,-1800.00
3477,-1800.00
3478,-1600.00
3479,-1800.00
3480,-1600.00
3481,-1800.00
3482,-1800.00
3483,-1600.00
3484,-1800.00
3485,-1600.00
3486,-1800.00
3487,-1600.00
3488,-1600.00
3489,-1800.00
3490,-1600.00
3491,-1800.00
3492,-1600.00
3493,-1600.00
3494,-1600.00
3495,-1400.00
3496,-1800.00
3497,-1600.00
3498,-1600.00
3499,-1800.00
3500,-1600.00
3501,-1600.00
3502,-1600.00
3503,-1600.00
3504,-1800.00
3505,-1400.00
3506,-1800.00
3507,-1600.00
3508,-1600.00
3509,-1800.00
3510,-1400.00
3511,-1600.00
3512,-1600.00
3513,-1400.00
3514,-1800.00
3515,-1600.00
3516,-1600.00
3517,-1600.00
3518,-1600.00
3519,-1600.00
3520,-1400.00
3521,-1600.00
3522,-1600.00
3523,-1400.00
3524,-1600.00
3525,-1200.00
3526,-1600.00
3527,-1400.00
3528,-1600.00
3529,-1600.00
3530,-1400.00
3531,-1600.00
3532,-1400.00
3533,-1400.00
3534,-1600.00
3535,-1200.00
3536,-1600.00
3537,-1400.00
3538,-1400.00
3539,-1600.00
3540,-1200.00
3541,-1600.00
3542,-1400.00
3543,-1400.00
3544,-1400.00
3545,-1200.00
3546,-1400.00
3547,-1400.00
3548,-1200.00
3549,-1600.00
3550,-1200.00
3551,-1400.00
3552,-1400.00
3553,-1400.00
3554,-1400.00
3555,-1200.00
3556,-1400.00
3557,-1200.00
3558,-1200.00
3559,-1600.00
3560,-1200.00
3561,-1400.00
3562,-1400.00
3563,-1200.00
3564,-1400.00
3565,-1200.00
3566,-1400.00
3567,-1200.00
3568,-1400.00
3569,-1400.00
3570,-1000.00
3571,-1400.00
3572,-1200.00
3573,-1200.00
3574,-1400.00
3575,-1000.00
3576,-1400.00
3577,-1200.00
3578,-1200.00
3579,-1400.00
3580,-1200.00
3581,-1400.00
3582,-1200.00
3583,-1000.00
3584,-1400.00
3585,-1000.00
3586,-1200.00
3587,-1200.00
3588,-1200.00
3589,-1400.00
3590,-1000.00
3591,-1200.00
3592,-1200.00
3593,-1200.00
3594,-2400.00
3595,-1000.00
3596,-600.00
3597,600.00
3598,800.00
3599,1000.00
3600,1200.00
3601,1600.00
3602,1400.00
3603,1600.00
3604,1400.00
3605,1600.00
3606,1600.00
3607,1200.00
3608,1400.00
3609,1400.00
3610,1600.00
3611,1600.00
3612,1400.00
3613,1600.00
3614,1600.00
3615,1600.00
3616,1600.00
3617,1400.00
3618,1600.00
3619,1600.00
3620,1400.00
3621,1400.00
3622,1600.00
3623,1600.00
3624,1400.00
3625,1600.00
3626,1400.00
3627,1600.00
3628,1600.00
3629,1400.00
3630,1600.00
3631,1400.00
3632,1400.00
3633,1400.00
3634,1600.00
3635,1600.00
3636,1400.00
3637,1200.00
3638,1600.00
3639,1200.00
3640,1600.00
3641,1600.00
3642,1400.00
3643,1400.00
3644,1400.00
3645,1200.00
3646,1400.00
3647,1600.00
3648,1600.00
3649,1400.00
3650,1400.00
3651,1600.00
3652,1200.00
3653,1400.00
3654,1600.00
3655,1600.00
3656,1400.00
3657,1400.00
3658,1400.00
3659,1600.00
3660,1400.00
3661,1600.00
3662,1400.00
3663,1600.00
3664,1600.00
3665,1600.00
3666,1400.00
3667,1400.00
3668,1600.00
3669,1400.00
3670,1200.00
3671,1400.00
3672,1400.00
3673,1400.00
3674,1600.00
3675,1400.00
3676,1600.00
3677,1200.00
3678,1400.00
3679,1400.00
3680,1600.00
3681,1400.00
3682,1400.00
3683,1400.00
3684,1400.00
3685,1400.00
3686,1400.00
3687,1400.00
3688,1400.00
3689,1400.00
3690,1400.00
3691,1400.00
3692,1400.00
3693,1400.00
3694,1200.00
3695,1400.00
3696,1200.00
3697,1200.00
3698,1400.00
3699,1200.00
3700,1200.00
3701,1400.00
3702,1400.00
3703,1200.00
3704,1200.00
3705,1200.00
3706,1200.00
3707,1200.00
3708,1200.00
3709,1200.00
3710,1200.00
3711,1200.00
3712,1000.00
3713,1200.00
3714,1200.00
3715,1200.00
3716,1200.00
3717,1000.00
3718,1200.00
3719,1000.00
3720,1000.00
3721,1000.00
3722,1000.00
3723,1000.00
3724,1000.00
3725,1000.00
3726,1000.00
3727,1000.00
3728,1000.00
3729,1000.00
3730,1000.00
3731,1000.00
3732,1000.00
3733,1000.00
3734,1000.00
3735,800.00
3736,1000.00
3737,-3800.00
3738,-2200.00
3739,-2000.00
3740,-2000.00
3741,-2000.00
3742,-2000.00
3743,-1800.00
3744,-2000.00
3745,-2000.00
3746,-1800.00
3747,-2200.00
3748,-1800.00
3749,-2000.00
3750,-1800.00
3751,-1800.00
3752,-2000.00
3753,-1800.00
3754,-1800.00
3755,-1800.00
3756,-1800.00
3757,-2000.00
3758,-1800.00
3759,-1800.00
3760,-1800.00
3761,-1800.00
3762,-2000.00
3763,-1800.00
3764,-1800.00
3765,-1800.00
3766,-1800.00
3767,-1800.00
3768,-1800.00
3769,-1800.00
3770,-1800.00
3771,-1600.00
3772,-1800.00
3773,-1600.00
3774,-1800.00
3775,-1800.00
3776,-1800.00
3777,-1800.00
3778,-1600.00
3779,-1800.00
3780,-1600.00
3781,-1600.00
3782,-1800.00
3783,-1600.00
3784,-1800.00
3785,-1800.00
3786,-1600.00
3787,-1800.00
3788,-1600.00
3789,-1800.00
3790,-1800.00
3791,-1600.00
3792,-1800.00
3793,-1400.00
3794,-1600.00
3795,-1600.00
3796,-1600.00
3797,-1800.00
3798,-1600.00
3799,-1800.00
3800,-1600.00
3801,-1600.00
3802,-1800.00
3803,-1400.00
3804,-1600.00
3805,-1600.00
3806,-1600.00
3807,-1600.00
3808,-1600.00
3809,-1600.00
3810,-1600.00
3811,-1400.00
3812,-1800.00
3813,-1400.00
3814,-1600.00
3815,-1600.00
3816,-1600.00
3817,-1600.00
3818,-1400.00
3819,-1600.00
3820,-1400.00
3821,-1400.00
3822,-1600.00
3823,-1200.00
3824,-1400.00
3825,-1600.00
3826,-1200.00
3827,-1600.00
3828,-1400.00
3829,-1600.00
3830,-1600.00
3831,-1400.00
3832,-1600.00
3833,-1200.00
3834,-1400.00
3835,-1400.00
3836,-1400.00
3837,-1600.00
3838,-1200.00
3839,-1600.00
3840,-1400.00
3841,-1400.00
3842,-1600.00
3843,-1400.00
3844,-1600.00
3845,-1400.00
3846,-1200.00
3847,-1400.00
3848,-1400.00
3849,-1400.00
3850,-1400.00
3851,-1200.00
3852,-1400.00
3853,-1200.00
3854,-1400.00
3855,-1200.00
3856,-1200.00
3857,-1600.00
3858,-1200.00
3859,-1400.00
3860,-1200.00
3861,-1400.00
3862,-1600.00
3863,-1200.00
3864,-1400.00
3865,-1400.00
3866,-1200.00
3867,-1400.00
3868,-1000.00
3869,-1400.00
3870,-1200.00
3871,-1200.00
3872,-1400.00
3873,-1000.00
3874,-1400.00
3875,-1400.00
3876,-1200.00
3877,-1400.00
3878,-1200.00
3879,-1400.00
3880,-1200.00
3881,-1200.00
3882,-1400.00
3883,-1200.00
3884,-1400.00
3885,-1200.00
3886,-1200.00
3887,-1400.00
3888,-1200.00
3889,-1400.00
3890,-1200.00
3891,-1200.00
3892,-1200.00
3893,-2800.00
3894,-1400.00
3895,-400.00
3896,200.00
3897,600.00
3898,1000.00
3899,1200.00
3900,1200.00
3901,1400.00
3902,1400.00
3903,1400.00
3904,1600.00
3905,1400.00
3906,1400.00
3907,1400.00
3908,1600.00
3909,1600.00
3910,1600.00
3911,1400.00
3912,1600.00
3913,1400.00
3914,1400.00
3915,1200.00
3916,1600.00
3917,1600.00
3918,1400.00
3919,1600.00
3920,1400.00
3921,1600.00
3922,1400.00
3923,1600.00
3924,1400.00
3925,1600.00
3926,1600.00
3927,1400.00
3928,1600.00
3929,1600.00
3930,1400.00
3931,1600.00
3932,1400.00
3933,1600.00
3934,1400.00
3935,1200.00
3936,1600.00
3937,1400.00
3938,1400.00
3939,1600.00
3940,1600.00
3941,1600.00
3942,1400.00
3943,1600.00
3944,1600.00
3945,1600.00
3946,1400.00
3947,1400.00
3948,1400.00
3949,1400.00
3950,1600.00
3951,1400.00
3952,1400.00
3953,1600.00
3954,1600.00
3955,1600.00
3956,1600.00
3957,1400.00
3958,1600.00
3959,1600.00
3960,1400.00
3961,1600.00
3962,1400.00
3963,1400.00
3964,1400.00
3965,1600.00
3966,1600.00
3967,1400.00
3968,1600.00
3969,1600.00
3970,1600.00
3971,1600.00
3972,1600.00
3973,1600.00
3974,1600.00
3975,1600.00
3976,1600.00
3977,1200.00
3978,1600.00
3979,1600.00
3980,1400.00
3981,1400.00
3982,1600.00
3983,1400.00
3984,1200.00
3985,1400.00
3986,1400.00
3987,1400.00
3988,0.00
3989,-400.00
3990,-400.00
3991,-400.00
3992,0.00
3993,0.00
3994,0.00
3995,-400.00
3996,0.00
3997,0.00
3998,0.00
3999,-400.00
